movie,sentence,score
더 컨트랙터,본시리즈를 따라한것같기도 아닌것 같기도 하다만좀 더 잘만 다듬었으면 최대 3부작 정도는 땡길 그런 스토리일텐데단작으로 끝내기는 아쉬운 내용전개 ㅠ최소한 2부으로 누가 그 단체를 이끌었는지와 왜 희생을 해야했던건지와3부에서는 복수와 서로간의 명분확인싸움이... 아 이러면 본시리ㅈ가 오버랩되려나;,5
서울괴담,이민혁 사랑해,10
중경삼림,런타임이 좀 더더더 길었다면 더 좋았었을거에요 ㅎㅎ; 그당시 왕페이이모님은 참 귀여움!!!,9
뜨거운 피,"살갗이 시뻘겋게 익어 오르는 여름, 자갈치 시장통 비릿한 냄새가 코를 찌르고 겨드랑이 사타구니 할 것 없이 바닷물을 토하는 부산을 그렸다. 다만, 시장에서의 수요는 한정적일 것이다. 먹어보지 못한 것을 먹기란 쉬운일이 아니다. 하물며 먹었을 때도 그 맛을 모른다.  마지막으로 아미역을 맡은 이홍내 배우를 칭찬한다. 정우 배우를 필두로 연기력을 따지기 어려운 배우들이 모였지만 부산을 연기한 것은 이홍내 배우가 가장 잘했다. 어려웠던 시기가 지나고 나아갈 수 있도록 영화산업계에 물이 들기를 바란다.",9
신비한 동물들과 덤블도어의 비밀,저는 너무너무너무 재밌게 봤습니다.,10
워낭소리,40년을 함께한 가족같은 소 ㅠㅠ,10
노트북,너무 아름다운 사랑 이야기이네요,10
명량,해전 장면은 인상적 이었으나 캐릭터 활용도가 완성도를 떨어뜨렸다,6
니 부모 얼굴이 보고 싶다,팽팽해야 할 법정 이야기가 너무 허술했다...,7
365일: 오늘,라우라 주짓수 배웟으면...,1
공기살인,실화를 바탕으로 한 영화이니 모두가 보고 잊지말아야한다고 생각해요 아직도 진행중이라니 영화를 계기로 더욱 이슈화되었으면 좋겠네요,10
용과 주근깨 공주,"역시 호소다 마모루 감동 영화는 재미와 의미, 영상미 이번엔 음악성까지 모두 갖추고 있어 믿고봅니다^-^ 왜 혹평들하는지 모르겠어요 설정이 조금 어색한 부분도 있었지만 충분히 감동도 있고 작품성도 있다고 생각합니다 저희 4인 가족은 모두 만족스럽게 봤습니다",10
공기살인,완전 개띵작 가슴이 웅장해지는 느낌이네요 너무 슬퍼서 보는내내 운것같아요 우리나라에서 저런일이일어났다는게 너무 안타까워요꼭 한번은 보면 좋을것같은 영화엿슴니다:&amp;gt;,10
악마가 너의 죽음을 알기 전에,주제전달에쓰인영화장르가미스매치였음.,7
더 배트맨,너무 재밋음 암울한 분위기 설정하고 스토리전개 완전 내스타일 믿고 보는 배트맨 짱,10
포화 속으로,탑 너무 잘생겨ㅛ어요 굳굳,10
특송,한국적 서사의 진부함은 언제쯤 없어질지,4
특송,한국적 서사의 진부함은 언제쯤 없어질지,4
침묵,딸이 사이코네 끝까지 사람 죽인거에 대한 죄책감은 없음,6
프랙처드,아빠란놈. 병신같고 운전ㅈ같이하고판단려찐따에 머저리같아서 보다가때려쳤다,4
신비한 동물들과 덤블도어의 비밀,좋았어요ㅎㅎ 잘 봤어요,10
언차티드,작정하고 아무 생각없이 만든 영화,1
니 부모 얼굴이 보고 싶다,설경구를 비롯하여 모든 배우들의 연기가 빠짐없이 좋네요. 아역배우들도 고생 많았을 것 같아요. 보는 내내 긴장감있게 몰입해서 봤어요. 근데 결말이 좀 아쉬워요. 그 부분은 아역 배우 감정선이 잘 이해가 안 갔어요. 도와주러 갔는데 왜... 하지만 설경구 얼굴 클로즈업과 함께 영화제목 나올 때 많은 메시지를 주는 것 같아 잘 만들었다는 생각이 들었습니다.,8
패밀리 맨,결혼권장영화. 세수 때려박는거 보단 영화 한편,9
프리즌 이스케이프,"영화 제목과 실화라는 사전 전제를 통해, 긴박감이 다소 감소 되는 것은 사실이다. 그치만 간결하면서도 긴장감 형성 과정은 나쁘지 않았다.",7
신비한 동물들과 덤블도어의 비밀,진짜.. 진짜 진짜 기대하고 갔는데 너무 별로였습니다.,3
폴링 다운,우연한 클릭이 준 극강의 몰입감.인간의 본성과 자본주의의 본질이 충돌하는 지점에 대한 극강의 섬세한 연출. 2022년에도 1993년작품이 전혀 어색하지 않다 심지어 가속화된 물질만능과  인간경시. 다양성은 지금도 그리 존중받고 있지 않는듯,8
드라이빙 미스 데이지,역시나 명작은 시대와 세대를 초월하는 듯. 넷플릭스로 지금 이라도 보게 되어 다행~라스트 씬도 좋지만 마음을 연 데이지 여사가 호프의 손을 잡으며 좋은 친구라 말하는 장면은 뭉클.,8
버블,그냥 눈물이 나오는 영화.,10
니 부모 얼굴이 보고 싶다,반전인 부분이 많아서 재밌게봄,10
광대: 소리꾼,다시 보니  2년 전에 못 봤던 숨은 재미와 감동..더 많은 분들이 보실 수 있게 상영을 많이 했으면 좋겠어요~,10
신비한 동물들과 덤블도어의 비밀,하....동물사전시리즈 진짜 좋아하는데...실망감은 어쩔 수 없는건가....??스토리 기억에 1도 안남음...예고편이 다였던 영화 오랜만이네....다음 시리즈는 재밌으려나??,4
니 부모 얼굴이 보고 싶다,많은 분들이 보셨으면 좋겠습니당 연기굿~,7
공기살인,어쨌든 많은 분들이 보셨으면 합니당,7
로스트 시티,생각보다 재밌었어요.. ost도 적절하게 넣고 좋네요~,10
봄날,예고편 보다가 재밌을 거 같아서 보고 왔네요. 재밌어요~,10
신비한 동물들과 덤블도어의 비밀,해리포터 팬입니다. 책-후속작 모두 찾아보구요. 그냥…마법세계를 또 볼 수 있다는 것에 만족해야 합니다.사랑(게이)타령이 다음시리즈 스토리에 아주 소름끼치게 중요하게 작용을 하기때문에 나온게 아니라면..다른 인과관계에 더 신경을 쓴 스토리였음 좋았겠다 생각합니다.,8
클로이,이 영화를 전에 tv에서 본것 같은데 케이블 인디필름 방송에서 지금 해주네 그러고 보니 줄리안 무어 와 두번 째 함께 찍는 영화네 이 영화가 첫 번째고  &amp;#34;논스톱&amp;#34;이 두번째 함께찍은 영화고..,8
프랙처드,아빠란놈. 병신같고 운전ㅈ같이하고판단려찐따에 머저리같아서 보다가때려쳤다,4
모비우스,닥터후가 그렇게 나올줄이야....,7
매기스 플랜,5년만에 별5개는 내 것이다,10
앰뷸런스,중간중간 살짝 어지러운 장면도 있었지만 액션도 넘치고 좋았습니다,8
수퍼 소닉2,짐캐리와 소닉의 조합 너무 좋았습니다,9
서울괴담,17년 인생살면서 여주인공얼굴만 구경하고 집간영화는 처음이다초코에에드랑 팝콘이랑 물 먹으러갔다고 생각하면 상타치다,1
신비한 동물들과 덤블도어의 비밀,해리포터 팬이라면 좋아할 장면들과 OST가 나와서 좋았습니다,9
니 부모 얼굴이 보고 싶다,"자식에 관해서 어떤 일을 해도 이해가 가고 납득이 가긴 하는데,자식이 피해자이면 억장이 무너질 듯. 이런 현실이 담긴 영화는 너무 힘들다.",6
로스트 시티,액션과 모험을 기대했지만 개그가 더 많았던 것 같아요,7
문폴,뭔가... 더 때려부셔주시지... 달이 떨어지는데 갑자기 우주물이 되어서 당황스럽습니다,6
니 부모 얼굴이 보고 싶다,너무 감정이입되서 머리가 아팠음현국회의원과. 그 아들이 생각났음,8
에너미 오브 스테이트,"1998년도 영화를 2022년에 봐도 재밌다니, 수작",10
에너미 오브 스테이트,"1998년도 영화를 2022년에 봐도 재밌다니, 수작",10
에너미 오브 스테이트,"1998년도 영화를 2022년에 봐도 재밌다니, 수작",10
노바디,어제 노래방에서 7시간 놀아서 남은 스트레스가 없을줄 알았는데....왜 또 풀림! 크아 끝도없이 후련통쾌!!!!간만에 속시워어어어어언한 영화!!!!,10
메가마인드,악당이건 영웅이건 잘생기고 볼일!!이왕 고쳐주는거 타이탄 얼굴도 고쳐주지 흥!ㅋㅋㅋ,8
카멜롯의 전설,이영화를 볼수있는 시대에 살수있어서 감사합니다.시대가 흘럿지만 숀코네리 선생님과 리차드기어의 최고의 순간이었던것 같습니다.,10
파이널 데스티네이션 5,하 데스티네이션 시리즈 거의다 봤는데 이건 너무 잔인하기만 함 심장 벌렁거리고 눈 가리면서 봄 불쾌...,2
베놈 2: 렛 데어 비 카니지,개10핵노쟘 시간아까움,1
이상한 나라의 수학자,꼭 보세요.스토리는 다소 뻔하지만리만가설을  소재로 한국영화를 만든 제작진에게 경의를 표합니다.진지한 감상을 위해서  리만가설에 관한 얼만큼의 구글링을 권합니다.정말 좋았습니다^^,10
서울괴담,돈낭비 시간낭비 야무지게 했네요,1
공기살인,관람후 집에 와서 작성합니다.사회적 문제를 다뤘다는 점에서 학생들이 봐도 좋을 영화. 배우들 연기에 실감나게 빠져드는 스토리너무나 감동있게 잘 봤습니다,9
니 부모 얼굴이 보고 싶다,슬픔과 분노가 공존한 영화 .. 연기파분들로 이루어져 몰입감 최고,10
이상한 나라의 수학자,감동적인 휴먼드라마♥?,10
신비한 동물들과 덤블도어의 비밀,"시대착오적인 발상으로 돈 낭비를 하면 만들어지는 영화난잡한 스토리, 지루한 연출, 반전없는 반전, 비밀없는 비밀",1
말할 수 없는 비밀,내 추억 모조리 다 담긴 영화,10
봄날,영화 봄날은 조폭영화 아닙니다   가족 영화 입니다   오낼만에 정말 좋은 영화 보고 왔습니다    영화 봄날 극장에서 보실 것을 추천합니다,10
추즈 오어 다이,킬링타임용으로 충분♡,8
부기나이트,호불호가 있을 것 같은데 저는 넘 재밌게 봤어요.마지막 장면에서는 순간 바닐라스카이가 떠올랐네요.,10
니 부모 얼굴이 보고 싶다,꽉차있는 스토리에 탄탄한 연기력. 몰입감있게 보다 마지막에 영화명이 나올때 소름돋았다. 아직 제목이 나온줄 모르고 봤구나!,10
다빈치 코드,"로마, 통치를 위해 인위적으로 만든 종교. 종교의 실체.",10
제8일의 밤,야!!!!10점준 ㅇㅇ들 나와!!,2
역린,"일단 정조관련해서 배경이해먼저간단히하고본다면 훨씬 몰입되고, 초중반보다 그 이후가 더 몰입됩니다 ..영화자체가 세세하게이렇다저렇다풀어졌기보다는 배경 이해해야 확실히 전해오는 메세지가 느껴져요  .갑수 캐릭터 너무 커요ㅜㅜ 감동ㅜㅜ마지막까지 명대사 대박..사실현빈팬인데 현빈보다 다른인물들도 많이나오고 현빈이 많이안나와서 조금 지루했다가.  한명한명다 공감되고..재밌음.. 갑수와 정조관계도 너무좋구 뭉클..대충가볍게보면  중반까지는 지루하다느낄수도있겠지만 배경먼저 어느정도 이해하고본다면 진짜 몰입하게되고 많이재밌고감동입니다ㅜㅜ잘봤어요 현빈짱",10
타클라마칸,일단 영화 도입부와 시작만 봤다. 아직 영화를 제대로 않봤으니 평점은 이르다. 그러나 이 작품을 통해 조성하 배우가 어쩌면 진짜 배우라는 직업을 가진 사람일지도 모른다는 생각을 했다. 굳이 이런 저예산 독립영화에 출연할 필요는 없기 때문이다. 감독과의 인연이 깊은지 어쩐지 모르지만 그럼에도 불구하고 주연을 맡아할 수 있는 배우는 사실 많지 않은 것이 현실. 쫌만 뜨면 뒤를 돌아보지 않는다.,5
올드,미드 로스트가 생각남 왜 12세지? 딸이랑봤는데 좀 미안했다. 15세관람가가 적당한듯 제법 공포물,8
나쁜 남자,여주와 초등학교 동창입니다.어릴때 정말 예뻤는데이 영화가 한방에 보냈지요....죽일놈들...,2
야차,역대급 저질 삼류영화임,2
신비한 동물들과 덤블도어의 비밀,악평점이 왜이렇게 많지 하고 봤는데역시나.. 재밌습니다!!!!그린델왈드 배역 바뀐것도 오히려 더 조화롭게 집중 잘됐고이번시리즈는 특히 뉴트와 동물들 많이 나와서 너무 좋았어요 :),10
서울괴담,공포인것도 마음에 들고 아이돌분들 연기도 나쁘지 않고 괜찮았습니다! 그리고 무엇보다 아린언니 최고!!♡,10
부기나이트,난해하다. 꿈이라는 요소가 나오고부터는 맥이 뚝 끊기면서 영화에 집중이 안되네. 어디까지가 꿈이고 현실이야..,4
야차,"영상 느낌 좋고, 재밌어요!! 낮은 평점 이해 안되요~~ 연기자들 연기도 좋음!!",10
더 킹,다시 봤지만 새롭고 놀랍다.검찰이 더킹이 된 시대라서일까?,10
니 부모 얼굴이 보고 싶다,"나는 담임교사인 송정욱이 되었다가, 한결이와 그 아버지가 되었다가, 결국 모든 걸 잃은 건우 어머니의 심정이 되었다.",10
봄날,절대 보지마세요~ 스토리 없는 개막장임ㅇㅇ댓글알바 풀어놨네ㅋㅋ하..,1
올드,전혀 정보없이 기대없이 봤는데 재밌네요,10
명량,진짜 뒤지게 재미없네 ㄹㅇ,1
사과,몰입해서 재밌게 봤어요~ 김태우님 연기 최고 정말 현실에 극중 맡은 정상훈이라는 사람이 있는것 같았어요!,9
신비한 동물들과 덤블도어의 비밀,개잘잠너무잘잠지루해,1
수퍼 소닉2,신나요!,9
오피스,이게 영화냐 존나 말이 안되고 개답답한데ㅋㅋ 내가 더 정신병 걸릴것같네 고구마 먹고 삶은계란 먹는느낌이네 하 ㅋㅋ,1
니 부모 얼굴이 보고 싶다,연기력 다들 좋습니다,8
싱 스트리트,모래가 시험인데 이거때문에 지금 12시가 다 되었습니다.. 눈물을 머금고라도 이 영화를 추천하고 싶습니다!!!! (감상포인트를 스토리로 하긴했는데 연출이나 배우 연기다 정말 어색함 없고 1시간 40분이 정말 너무 행복했습니다ㅠㅠ),10
